title,content,game_url,walkthrough_url,video_id,video_enabled,how_to_play,categories,tags,image_url,width,height
"Match 3 Jewels","This is the first version of our Jewels Match game with satisfying and awesome visual effects.You can expect the ultimate in explosive fun with jewels collecting!Your goals is to match the jewels until the board transparency.","https://html5.gamemonetize.com/a4i829eqk8jkj6lsfd7xkin56875spk2/","","a4i829eqk8jkj6lsfd7xkin56875spk2",true,"Touch the adjacent jewels to swap them.Make 3 or more with the same types together to eliminate them.Eliminate 4 or more jewels to gather special gems. Match the jewels until the board transparency to pass the level.","Hypercasual","Barbie, Bejeweled, Fun, Jewel, Match 3, Matching","https://img.gamemonetize.com/a4i829eqk8jkj6lsfd7xkin56875spk2/512x384.jpg",600,960
